title,subtitle,categories,description,series,edition,firstPublishDate,published_year,characters,format,isbn10,isbn13,asin,image_url,average_rating,awards,bbeScore,bbeVotes,isBestSeller,isEditorsPick,isGoodReadsChoice,likedPercent,numRatings,pages,publisher,ratingsByStars,ratings_count,setting,soldBy,author_list
أرخص ليالي,,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Egyptian Literature', 'Egypt', 'Africa', 'Poetry']",المجموعة القصصية الأولى لرائد القصة القصيرة يوسف إدريس,,مكتبة الأسرة - الأعمال الإبداعية,10/30/54,1998,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1234490121l/6250529.jpg,3.84,[],182.0,2.0,,,,92.0,1563.0,184,الهيئة المصرية العامة للكتاب,"['438', '606', '388', '87', '44']",,[],,['Yusuf Idris']
العتب على النظر,,['Short Stories'],,,,10/30/87,,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1254295541l/6924788.jpg,3.51,[],99.0,1.0,,,,84.0,281.0,122,,"['52', '88', '97', '38', '6']",,[],,['Yusuf Idris']
جمهورية فرحات وقصص أخرى,,[],,,,,1999,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368038978l/17902551.jpg,3.52,[],97.0,1.0,,,,83.0,60.0,110,مكتبة الأسرة,"['11', '19', '20', '10', '0']",,[],,['Yusuf Idris']
新世界より [Shinsekai Yori],,"['Fantasy', 'Fiction', 'Dystopia', 'Science Fiction', 'Japanese Literature', 'Light Novel', 'Manga', 'Japan', 'Young Adult', 'Horror']",,From the New World (Novel,,,January 23rd 2008,"['Saki Watanabe', 'Satoru Asahina', 'Shun Aonuma', 'Maria Akizuki', 'Mamoru Itou']",,,9784061826601,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356897905l/7171561.jpg,4.54,['本屋大賞 for 6th place (2009)'],196.0,2.0,,,,97.0,363.0,953,講談社,"['244', '84', '25', '6', '4']",,[],,['Yusuke Kishi']
Μαλαισιακά Τραγούδια,,['Poetry'],"Είμαι το σκοτεινό αυλάκι ~ Ακούγονται οι τρυφερές κληματσίδες που φυτρώνουν ~ Δε σ' αποκάλυψε ~ Όταν ζυγώνεις η νύχτα όλη ανατριχιάζει ~ Θέλω να μυρώσω την αυλή σαν τον γλυκάνισο ~ Από τότε που γεννήθηκα ~ Από τότε που με κοίταξες ~ Δεν ήθελα να είμαι ~ Το κόκκινο πιπέρι μπήγει κραυγές ~ Κάτω απ' τις εκατό λεμονιές σου ~ Από τότε που με γνώρισες ~ Είμαι το λαγήνι που ένας άξιος τεχνίτης ~ Περνώντας απ' το δρόμο των αρχόντων ~ Είμαι η γη ~ Ψιθύρισε ποια είμαι ~ Όταν το ηφαίστειο με ανασηκωμένα τα χείλια ~ Είμαι το ρυάκι σου ~ Δρέψε, ω εσύ που τα φρόντισες ~ Κύριε, σε νιώθω να ζυγώνεις ~ Στο φιλί σου πιο βαθύ κι απ' το θάνατο ~ Φύτεψες μπρος στην πόρτα μου ~ Δεν είμαι παρά άμμος ~ Αυτή τη νύχτα ένα όρνιο ~ Τα βαριά βουβάλια ~ Ο φίλος μου δουλεύει ~ Κάτω απ' τις τριανταφυλλιές που σε θαμπώνουν ~ Σκεπάστηκα μ' εφτά πέπλα ~ Έλεγα ότι είσαι ο ήλιος που κάνει ν' αστράφτουν ~ Θα 'σαι το αρπαχτικό πουλί ~ Ο εραστής μου ο ψαράς ~ Σκαρφάλωσα στη μουσμουλιά ~ Το πουλί τραγούδησε όπως κάθε πρωί ~ Το μυρωμένο χιόνι του καφεόδεντρου ~ Ο μάγος κάρφωσε πάνω μου ~ Θεοί! Ξεριζώστε τα μάτια μου ~ Με πήρε ο ύπνος πάνω σ' ένα σύννεφο ~ Κάπου ανθίζει το πικρό μπαχάρι ~ Όταν όλα μου τα πάρεις ~ Κατοικώ στο σώμα μιας νεκρής ~ Μαδήστε όλα τα λουλούδια",,,11/06/34,November 2002,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455037947l/29007712.jpg,4.67,[],69.0,1.0,,,,100.0,12.0,84,Στιγμή,"['8', '4', '0', '0', '0']",,[],,['Yvan Goll']
الصوت والحجر: أنطولوجيا,,[],"إيف بونفوا شاب درس الرياضيات، ثم تركها إلى الفلسفة، دون أن ينقطع عن الانشغال بتاريخ العلوم، اقترب من السرياليين وسرعان ما ابتعد عنهم: كان يرفض استسلامهم لسيادة الشكل على النص، ففي رؤياه أنه على الكلمات أن تحافظ على دلالتها الأرضية التي بدونها لا وجود لعلاقة حقيقية بالعلم. لأن الوقت –أيام ما بعد الحرب العالمية الثانية- ما عاد يحتمل الهروب إلى الخيال أو اللعب على الكلمات. ولقد نال ديوانه الأول في حركية دوف وفي ثباتها /ودوف هي الأرض/ من الحضور حيزاً حين صدوره /1953/ ما جعل النقاد يعتمدونه مع جملة أعمال أخرى لبونج وبريفير، وغولفيك، إحدى البشائر لإعلان عن ولادة واقعية جديدة يحاول أصحابها، كل على طريقته تجديد العلاقة بين الشعر والعالم.غير أنه لا يمكننا الحديث بخصوص شعر بونفوا عن واقعية خالصة، يقول بعضهم، لأنه يحاول أن يتجاوز الظواهر إلى إبداع الصورة عنها، وأن يفكك رموز العالم أو على الأقل هو يطمح إلى ذلك: الحقيقة والصورة تندمجان دون تعارض في شعريته. إنه يوكل إلى الشعر مهمة إدراك الحقيقة بطريقة على تمام المغايرة لتلك التي تنتسب إلى الفلسفة والعلم. هذه الغاية المعرفية تفضي إلى رفض تعالي الصورة... إنه يكتب القصيدة كطريق وسط بين الحلم والواقع..."".هذه القدرة الشعرية على إدراك الحقيقة، حقيقة معرفة العالم، هي عنده، أفضل من التي للفلسفة لأن هذه إن هي إلا، في تعمق الفهم، تعلق بمقولات لغوية تتسلط على وعينا بالأشياء. وكذلك هي أفضل من التي للعلوم، فالرضيات، مثلا، تقترح أنظمة متناسقة غير أنها ليست في تطابق مع العالم... إن عيب هذه البحوث، يقول، أنها تقوم على مفاهيم، والحال هذه، المفاهيم ليست سوى رؤى جزئية متحصل عليها باقتطاع بعض المظاهر من الموضوع على حساب الأخرى... وعلى عكس الفلسفة، فإنه فإمكان الشعر أن ينجح في تملك حضور لأنه يقوم على الكلام، على المادية التصويتية للكلمات...في قصيدته ضد أفلاطون، يقلب بونفوا أولوية المفهوم على المحسوس كما وطدها التقليد الغربي، الذي لا يرى في المظهر إلا انعكاساً، وهو ما يؤدي، يقول، إلى إبطال كل محاولة للفلسفة لإدراك جوهر العالم.وبين طيات هذا الكتاب ترجمة لتوليفة مختارة من أجمل أشعاره، وهي تأتي لتأكد على أن إيف بونفوا هو شاعر القدم، وهو في ذلك يقترب كثيراً من عالم ما قبل السقراطيين واعياً بالقيمة النموذجية للميثولوجيا اليونانية في نزوعها نحو مطلق المصادر الأولى... يراهن على ضرورة الشعر ومشروعيته إلى حد رؤية مصير العالم من مصيره يقول: إن للشعر دوراً لا شيء يعوضه، فإذا انقرض فعلاً فإن المجموعة الإنسانية ستنهار معه.",,الطبعة الأولى,,2007,[],,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340329068l/15716445.jpg,3.33,[],78.0,1.0,,,,78.0,9.0,400,منشورات الجمل,"['2', '2', '3', '1', '1']",,[],,['Yves Bonnefoy']
হাজার বছর ধরে,,"['Fiction', 'Classics', 'Novels', 'Romance', 'Drama', 'Academic', 'Social']",,,Fourth Impression,10/30/64,April 1984,[],Hardcover,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414937402l/15824406.jpg,4.32,['আদমজী সাহিত্য পুরস্কার'],99.0,1.0,,,,96.0,2379.0,120,সন্ধানী প্রকাশনী,"['1240', '790', '256', '68', '25']",,[],,"['Zahir Raihan', 'Qayyum Chowdhury']"
چراغ‌ها را من خاموش می‌کنم,,"['Novels', 'Fiction', 'Iran', 'Literature', 'Womens', 'Roman', 'Contemporary', 'Feminism', 'Classics', 'Family']",,,29th,02/28/02,2008,[],Paperback,,9789643056568,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337923624l/58275.jpg,3.56,"['جایزه هوشنگ گلشیری (Hooshang Golshiri Award) for بهترین رمان (2002)', 'بهترین رمان سال در بیستمین دوره کتاب سال جمهوری اسلامی ایران (1380)', 'لوح تقدیر از نخستین دوره جایزه ادبی یلدا', 'جایزه ادبی مهرگان for بهترین رمان (2001)']",509.0,6.0,,,,85.0,7652.0,293,نشر مرکز,"['1616', '2483', '2373', '895', '285']",,"['Abadan, Khuzestan (Iran)']",,['Zoya Pirzad']
عادت می‌کنیم,,"['Novels', 'Fiction', 'Iran', 'Literature', 'Womens', 'Drama', 'Contemporary', 'Short Stories']",این یک کتاب رمان است. در این داستان ما با زنی آشنا می‌شویم که علاوه بر نقشی که به عنوان مادر بر عهده دارد، ناچاراً دو نقش دیگر هم به او محول شده: نقش یک پدر برای فرزندش و نقش یک سرپرست برای مادر سرزنده و نه چندان پیرش. اما تنها چیزی که در این میان به فراموشی سپرده شده زن بودن اوست... ؛,,,,2004,[],Paperback,,9789643057985,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269131376l/79448.jpg,3.17,[],91.0,1.0,,,,74.0,4280.0,266,نشرِ مرکز,"['570', '1078', '1509', '771', '352']",,[],,['Zoya Pirzad']
الحداثة السائلة,,"['Sociology', 'Philosophy', 'Nonfiction', 'Politics', 'Theory', 'History', 'Psychology', 'Social Science', 'Academic', 'Cultural Studies']","لقد كانت مهمة الحداثة إطلاق حرية التحقق والاختيار الإنساني من أسر الغيب، وعدم الثقة وغياب اليقين في القدرة على السيطرة على الإنسانت على هذا العالم، والقيام بحرب غير مقدسة لإخضاع الطبيعة بالعلوم، وبالتالي رفع مستوى الحرية وضمان الفردية وإخراج المرء من القفص الحديدي للتقاليد. لكن التقاليد لم تنته بل اختلف فهمنا لها، والتاريخ لم ينته، بل أحدثت التحولات كثيرًا من الإشكالات التي استلزمت المزج بين قديم وحديث، فلا القديم تلاشى ولا الحديث استمر واستقر. بل وجدنا أنفسنا في وسط أنواء وارتباكات تلك ""السيولة"".لقد غيرت الحداثة مقومات العيش الإنساني، وأعادت تعريف الزمان والمكان لتمنحهما معاني أكثر اقترانًا بالرأسمالية في مراحلها المتتالية، وبالتالي أعادت طرح سؤال ماذا نعني بالإنسانية، وما خصائصها؟هذا الكتاب هو محاولة تسعى إلى ""فهم زمن متغير""، انتقلت فيه المجتمعات المعاصرة من الحداثة ""الصلبة"" إلى الحداثة ""السائلة""، من حالة متمايزة من طرق الحياة الإنسانية إلى حالة أخرى، داعيًا إلى إعادة النظر في المفاهيم والأطر المعرفية المستخدمة لرواية تجربة فردية الإنسان والتاريخ المشترك. ولذلك يختار باومان خمسة من المفاهيم الأساسية التي عملت على معنى الحياة المشتركة للإنسان: التحرّر، الزمان/المكان، العمل، والمجتمع.",Liquid Series,,11/06/99,Published,[],Paperback,,9780745624105,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458835924l/28167132.jpg,4.13,[],92.0,1.0,,,,96.0,2584.0,303,الشبكة العربية للأبحاث والنشر,"['1029', '1011', '434', '77', '33']",,[],,['Zygmunt Bauman']
الحياة السائلة,,"['Sociology', 'Philosophy', 'Nonfiction', 'Psychology', 'Social Science', 'Academic', 'Essays', 'Theory']","إن كتاب الحياة السائلة هو نص شارح، يقوم بتنزيل الإطار الكلي للحداثة السائلة على ما نعيشه في زمن السيولة في دائرة اليومي والشخصي. يفصّل زيجمونت باومان، في هذا الكتاب، تجلّيات الحداثة في أحوالنا اليومية، في خياراتنا الحياتية... وفي مشاعرنا... ورؤيتنا لما يمر بنا من أزمات. هذا الكتاب هو كتاب عن العيش في عالم حديث سائل، إنه كتاب عن حصار الفرد من قبل كل الأحوالالتي تمنيه بالحرية.. حيث تهبط المعاني في ظل الحياة السائلة من سموّها لتسكن دائرة السوق وتغدو سلعاً. ينتقل باومان بعدها ليخبرنا أنه ""لا يمكن للإنجازات الفردية في المجتمع الحديث السائل أن تكتسب صلابة الأشياء الدائمة، ذلك لأن المزية تتحول في لمح البصر إلى عيب...وأن تجارب الماضي لا يمكن أن تستوعب ما يطرأ على الظروف من تغيرات غير متوقعة... وأن الحياة السائلة حياة محفوفة بالمخاطر يحياها المرء في حالة من اللايقين الدائم"". والحل برأي باومان يكمن في تقوية التماسك الاجتماعي، وخلق وعي اجتماعي وأهداف للمسؤولية الاجتماعية؛ فالخروج من التقوقع لا يكون إلا بإحياء سعياً إلى إحياء المجال العام ومهارات التفاعل مع الآخرين والنقاش والتفاهم المتبادل والتعامل مع الصراعات الحتمية في كل حياة مشتركة لأنها هي محك الإنسانية. كما ينبّه إلى ضرورة البحث عن المعنى ثم بناء التضامن والوعي المشترك باعتباره شرطاً للتغلب على الخوف والخفة.",Liquid Series,,10/30/05,2015,[],Paperback,,9786144311226,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452073032l/28462198._SX318_.jpg,3.92,[],99.0,1.0,,,,94.0,1085.0,206,الشبكة العربية للأبحاث والنشر,"['313', '451', '255', '52', '14']",,[],,['Zygmunt Bauman']
Και με το φως του λύκου επανέρχονται,,"['Fiction', 'Greece', 'Magical Realism', 'Classics', 'Literature', 'Novels']","""Αν πάρεις δέκα σκυλιά και πας και τ' αφήσεις σ' έναν αγριότοπο, σε μια ερημιά απ' όπου δεν περνάει ψυχή ζώσα, τα σκυλιά αυτά μέσα σε λίγες εβδομάδες θα ξαναγίνουν λύκοι...""Με την ανεξιχνίαστη περιστροφή που θα ακολουθούσε ένα ηλιοτρόπιο της νύχτας, η τέχνη της Ζ.Ζ. -επαληθευμένη χαρμόσυνα σε αυτό το τρίτο της βιβλίο, που είναι και το πρώτο της μυθιστόρημα- αποδεικνύει ότι μπορεί κανείς να γράφει σαν να προσπαθεί να λύσει τα μάγια του κόσμου ή σαν να ξορκίζει τη λύση τους.Το διάχυτο θέμα αυτών των ιστοριών: πώς γεύεται κανείς το μέλι πάνω στο τσεκούρι, είναι και η απάντηση στη συναρπαστική αδυναμία της αφηγήτριας: ανίκανη να αντέξει το μαράζι της σιωπής, γιατρεύει τη σιωπή της με τη λογοτεχνία.Ο αναγνώστης έχει τη σπάνια τύχη να μπει σε έναν εραλδικό κόσμο, όπου οι άνθρωποι υπάρχουν σαν διαλυμένα είδωλα, τα οποία εμπλέκονται στο αφηγηματικό υφάδι με τον αινιγματικό τρόπο που μια μουσική φράση παρεισφρέει αναπάντεχα σε ένα ζωγραφικό πίνακα.",,,11/06/93,July 1993,[],Paperback,,9789600310597,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363353150l/6475414.jpg,4.24,['Κρατικό Βραβείο Λογοτεχνίας for Μυθιστόρημα (1994)'],48.0,1.0,,,,94.0,935.0,667,Εκδόσεις Καστανιώτη,"['463', '307', '110', '36', '19']",,[],,['Zyranna Zateli']
Το πάθος χιλιάδες φορές,,['Fiction'],"Τα πολύ παλιά τα χρόνια, στο ξεκίνημα των καιρώνκαι στο μακρινότερο σημείο της γης ήταν μια πόρτα.Μια κλειδωμένη πόρτα. Από όλες τις μεριές του κόσμου ταξίδευαν άντρες και γυναίκες με κλειδιά στο χέρι για να ανοίξουνε την πόρτα. Μα η πόρτα δεν άνοιγε με τίποτα.Όποιος πίστεψε ότι οι νεκροί του πρώτου βιβλίου είχαν πεθάνει διαψεύσθηκε την παραμονή της Πρωτοχρονιάς, όταν γύρισαν όλοι οι «άσωτοι». Καταβεβλημένοι από τα στοιχεία της φύσης, από πάθη και έρωτες που δεν τους σήκωνε η πάνω μεριά της γης, τίναξαν από τον γιακά τους τα χώματα και επέστρεψαν θριαμβικά, για να δειπνήσουν όπως άλλοτε με τους ζωντανούς –μια νύχτα κόσμος ολόκληρος και το ανθρώπινο δράμα εν οίστρω–, μέχρι να έρθει η σεβαστή εκείνη ώρα, το πρώτο χάραμα, να ημερέψουν και να κρυφτούν ξανά ως όφειλαν στα σκότη. Και όλα τούτα υπό το άγρυπνο βαθύσκιωτο βλέμμα της Λεύκας, που αργότερα θα επιλέξει ως αληθινό της ψευδώνυμο το παράξενο όνομα Ραμάνθις Ερέβους. Η μικρή ελαφίνα θα μεταμορφώνεται λίγο-λίγο σε γυναίκα, πάντα αινιγματική, ταγμένη στα δοξαστικά ξοδέματα της πένας της και προορισμένη να μιλάει στις ψυχές όπως μιλούν τα φύλλα όταν τ’ αγγίζει ο αέρας, περιφρουρώντας και μαζί απεικονίζοντας ανείπωτα μυστικά.",Με το παράξενο όνομα Ραμάνθις Ερέβους #2,,,June 9th 2009,[],Paperback,,9789600331998,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357767321l/6699969.jpg,4.19,['Βραβείο Αναγνωστών ΕΚΕΒΙ Nominee (2009)'],47.0,1.0,,,,95.0,173.0,765,Εκδόσεις Καστανιώτη,"['79', '59', '26', '7', '2']",,[],,['Zyranna Zateli']
Еликсир в ада,,"['Humor', 'Fantasy']","Кoй ли cпoрeд ваc oтива в Aда? Toва ce oказва eднo прeнаceлeнo мяcтo. Eтo, Клeoпатра рабoти в oбщecтвeна пeралня, Пушкин прoдава билeтчeта, а Бруc Ли e крoтък учeн. A защo ли Meрилин Moнрo e намалила бюcта cи дo нула? Tук тeлeвизиoннитe рeклами нe cпират, а питиeтата ce ceрвират винаги тoпли. Пoчти катo на Зeмята. C тази разлика, чe тук вcичкo e вeчнo. Ho дoри и в Aда ce cлучват миcтeриoзни убийcтва. A пък как ли мoжe да умрe тoзи, кoйтo вeчe e мъртъв? Бившият царcки oфицeр Калашникoв вeчe cтoтина гoдини рабoти в Oтдeл “Hаказания”. И ceга e пo пeтитe на хладнoкръвeн убиeц, кoйтo eлиминира най-извecтнитe oбитатeли на Aда.“Eликcир в Aда” e блecтящo изпипана cатира, изпълнeна c нeoчаквани пoврати, чeрeн хумoр и cкандални парoдии на cъврeмeнната дeйcтвитeлнocт. Ocтрoумнo и забавнo приключeниe, кoeтo щe cи пoиграe c въoбражeниeтo ви и щe ви разплачe oт cмях.Zoтoв c удoвoлcтвиe щe ви пoчeрпи c eдин Eликcир в Aда. Климатът в Pая e пo-дoбър, нo кoмпанията в Aда e пo-интeрecна.Гаранция – такoва нeщo нe cтe чeли никoга!",Калашников & Малинин #1,,January 1st 2007,2008,[],Paperback,,9789543890118,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1247331846l/6608047.jpg,4.01,[],38.0,1.0,,,,94.0,128.0,480,ЕРА,"['48', '41', '31', '8', '0']",,['Russian Federation'],,['Zотов']
Епидемия в Рая,,[],"Злoвещ престъпник успя дa извърши немислимoтo, кaтo уби известни oбитaтели нa Aдa. Мoже дa е неверoятнo, нo не е невъзмoжнo. Cегa зaплaхa грoзи и Paя...Aлa Paят не е тaкъв, кaкъвтo гo реклaмирaт!Мaлкo нaселение, мнoгo прaвилa, бюрoкрaциятa прoцъфтявa, a oбитaтелите си умирaт oт скукa. Hе! Bсъщнoст те вече сa умрели...Ho aнгелите зaпoчвaт дa изчезвaт безследнo, oстaвяйки след себе си сaмo шепa перa....Bременнo упрaвлявaщият небесните селения aрхaнгел Гaврaил е в пaникa, a в Paя пoлиция нямa. Toй е принуден дa свие криле и дa пoмoли зa пoмoщ oт Aдa.Eдинственият, кoйтo имa oпит в предoтврaтявaнетo нa aпoкaлиптични прoблеми, е Кaлaшникoв. Инспектoрът oт aдскaтa пoлиция е кoмaндирoвaн в Paя, зa дa рaзкрие мистериятa с липсвaщите aнгели. Дoкaтo бившият цaрски oфицер се oпитвa дa свикне с убийственaтa зa негo oбстaнoвкa и дa прецени щo зa стoкa сa oбитaтелите нa Hебеснaтa кaнцелaрия, хилядoлетен зaгoвoр зaплaшвa дa рaзруши рaвнoвесиетo във Bселенaтa.",,,,January 24th 2011,[],Paperback,,9789543891184,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295689740l/10288614.jpg,4.05,[],37.0,1.0,,,,93.0,41.0,352,Ера,"['18', '12', '8', '1', '2']",,[],,['Zотов']
சிப்பியின் வயிற்றில் முத்து,,[],Tamil translation of bengal novel.based on the fisher men of east coast.,,,,,[],,,9999999999999,,,5.0,[],100.0,1.0,,,,100.0,1.0,,,[],,[],,['Podisatva Maitraiya']
الأمية,,"['Nonfiction', 'Biography', 'Autobiography', 'France', 'Memoir', 'Hungary', 'Literature', 'Womens', 'French Literature', 'Hungarian Literature']",رحلة صعبة قطعتها الكاتبة بين عالمين، الشرق الحميم والغرب السياسي. في قرية نيوشاتل السويسرية حيث المنفى الذي قُدّر لأغوتا العيش فيه حتى آخر أيامها، منذ ذلك اليوم الذي قطعت فيه الحدود الهنغارية ـــ السويسرية، مشياً على الأقدام مع طفلتها الرضيعة وزوجها وهي في سن العشرين. كانت قد بدأت مشوارها ككاتبة هنغارية اقتصرت نتاجاتها على بضع قصائد كتبتها باللغة المجرية، تركتها خلفها، مثلما تركت انتماءها العرقي واللغوي. وفي سويسرا سلّمها اللجوء إلى العمل في مصانع الساعات، وإلى قساوة النظام السويسري وغرابة اللغة الفرنسية. لقد ألفت نفسها مجدداً في وضع المرأة الأمية، هي التي كانت قد صارت تحسن القراءة في سنّ الرابعة. كان عليها إذن أن تتعلم اللغة على كبر، أن تبدأ دروس محو الأمية.,,الطبعة الأولى ,08/27/04,2015 ,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427279391l/25214196.jpg,3.91,[],100.0,1.0,,,,94.0,1989.0,112,,"['549', '835', '494', '97', '14']",,[],,['Ágota Kristóf']
¡Hay un dinosaurio en mi sopa!: Una guía rápida sobre evolución biológica,,[],"A vuelo de pájaro pero sin renunciar a la observación detenida, esta obra nos guía por el fascinante paisaje de la evolución de los seres vivos. El itinerario arranca desde el propio autor, considerado como miembro de una especie biológica, y llega hasta la copa de los árboles, pasando por los dinosaurios y las aves, las hormigas y las neuronas, los procesos de especiación, la genética de las poblaciones, el costo reproductivo del sexo y algunos monstruos de fábula. Con una acertada mezcla de información sobre procesos evolutivos, temas históricos y asuntos culturales, sus brevísimas secciones no dan respiro al lector en este recorrido por la biología de la evolución. La obra está destinada a un público amplio, que disfrutará la precisión del científico profesional con una mirada propia y fresca, un fino sentido del humor y una prosa que fluye sin obstáculos. ¡Hay un dinosaurio en mi sopa! obtuvo el II Premio Internacional de Divulgación de la Ciencia Ruy Pérez Tamayo.",,,,November 2014,[],Paperback,,9786071624765,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430455844l/25460392.jpg,3.88,[],99.0,1.0,,,,90.0,48.0,214,Fondo de Cultura Económica,"['17', '15', '11', '3', '2']",,[],,['Álvaro Chaos Cador']
خرده جنایتهای زن و شوهری,,"['Plays', 'Drama', 'Fiction', 'French Literature', 'France', 'Literature', 'Theatre', 'Novels', 'Roman', 'Humor']","Gilles est victime d’un mystérieux accident. Amnésique, étranger à lui-même, il revient chez lui auprès de Lisa, sa femme depuis quinze ans.Qui est-il ? Qui est Lisa ? Comment vivait leur couple ?A partir de ce qu’elle lui raconte, il tente de recomposer son existence. Mais si Lisa mentait ?...Un suspense étonnant sur le couple à la recherche de sa vérité. Une comédie noire pleine de surprises où le marivaudage alterne avec la guerre totale.",,,09/03/03,,[],,,9789643414092,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1216069315l/3652457.jpg,3.91,[],78.0,1.0,,,,93.0,5653.0,,,"['1697', '2216', '1343', '316', '81']",,['France'],,['Éric-Emmanuel Schmitt']
Концерт в памет на един ангел,,"['Short Stories', 'France', 'Fiction', 'Literature', 'Contemporary', 'French Literature', 'Novels', '21st Century', 'Roman', 'Drama']","Можех да нарека тази книга и ""Любовни разминавания"".Като Анри и Катрин, хората се губят по коридорите на времето, почти никога не изживяват едни и същи чувства едновременно, а трябва да понасят болезнени разминавания. По този начин се разминават отровителката и свещеникът... По този начин Грег, морякът, забравя да бъде баща, докато дъщерите му са още деца. По този начин Аксел и Крис са прекалено различни един от друг, за да се харесват, а когато се променят, това се случва симетрично, което отново възпроизвежда дистанцията... Ако един ден обясненията ни помагат да разберем с какво сме се разминали, то те не го поправят. Изкуплението често идва твърде късно. Злото е сторено...Четири свързани помежду си истории. Четири истории, които минават през обичайното и необичайното във всеки живот. Четири истории, които сякаш изсичат в камък въпроса: свободни ли сме или просто следваме съдбата си? Можем ли да се променяме? Концерт в памет на един ангел е придружена от дневника, който Шмит си е водил по време на създаването на книгата. Дневник, който едновременно тревожи и умиротворява…",,,11/05/10,2011,[],Paperback,,9789548311182,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314648158l/12469214.jpg,3.9,['Prix Goncourt for Nouvelle (2010)'],74.0,1.0,,,,93.0,2551.0,200,Леге Артис,"['738', '1030', '600', '153', '30']",,[],,['Éric-Emmanuel Schmitt']
گل‌های معرفت,,"['Short Stories', 'Fiction', 'France', 'Literature', 'Religion', 'Novels']",An alternate cover for this isbn can be found here.کتاب «گلهای معرفت» شامل سه داستان کوتاه است از سه مذهب: «میلارپا» در آیین بودا جریان دارد. «ابراهیم آقا و گلهای قرآن»، از مسلمانی میگوید و «اسکار و بانوی گلی پوش (صورتی)» از مسیحیت و عید نوئل,Le Cycle de l'invisible #1-3,,January 1st 2002,2004,[],Paperback,,9789643621636,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1269298752l/2613071.jpg,3.56,[],1.0,1.0,,,,84.0,656.0,168,چشمه,"['144', '214', '192', '79', '27']",,[],,['Éric-Emmanuel Schmitt']
Şiir Denizi,,"['Poetry', 'Turkish Literature']",,Tüm Şiirleri #1,,,April 2005,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304974591l/11332804.jpg,4.25,[],97.0,1.0,,,,95.0,158.0,,Özgür Yayıncılık,"['81', '48', '21', '4', '4']",,[],,['Ümit Yaşar Oğuzcan']
Ποιήματα 1943-1987,,['Poetry'],"Επανακυκλοφόρησε σε έναν τόμο δεμένο, η συγκεντρωτική έκδοση των ποιημάτων 1943-1987 του σπουδαίου υπερρεαλιστή ποιητή Έκτορα Κακναβάτου.Ο Έκτωρ Κακναβάτος συνδυάζει με ιδιοφυή τρόπο τον υπερρεαλισμό με την πολιτική ποίηση, με έντονες επιρροές από τα μαθηματικά και τις θεωρίες του χάους.Στον τόμο περιέχονται οι συλλογές : Fuga (1943), Διασπορά (1961), Η κλίμακα του λίθου (1977), Τετραψήφιο (1971), Τετραψήφιο με την έβδομη χορδή (1972), Διήγηση (1974), Οδός Λαιστρυγόνων (1978), Τα μαχαίρια της Κίρκης (1981), Ανάστιξη του θρύλου για τα νεφρά της πολιτείας (1981), In Perpetuum (1983) Κιβώτιο Ταχυτήτων (1987).Απόσπασμα:«Όταν η γλώσσα δεν κάνει άλλο παρά να υπηρετεί τονΛόγο καταστρέφει την πάμφωτη αταξία των πραγμάτωνΚι αυτά την εκδικούνται θάβοντάς την στην αιθάλη τους.»(από τη συλλογή Κιβώτιο ταχυτήτων)",,,,March 2010,[],Hardcover,,9789603258919,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573166570l/41221095.jpg,5.0,[],100.0,1.0,,,,100.0,5.0,528,Άγρα,"['5', '0', '0', '0', '0']",,[],,['Ektor Kaknavatos']
Ποιήματα 1978-1987,,[],,,,,1990,[],Paperback,,9999999999999,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465588136l/30516268.jpg,5.0,[],98.0,1.0,,,,100.0,3.0,318,Άγρα,[],,[],,
